sex,destcode,origincode,Y2000,Y1990,Y1980,Y1970,Y1960
Male,GRL,BWA,0,0,0,0,0
Male,GRL,BRA,0,0,0,0,0
Male,GRL,BRN,0,0,0,0,0
Male,GRL,BGR,0,0,0,0,0
Male,GRL,BFA,0,0,0,0,0
Male,GRL,BDI,0,0,0,0,0
Male,GRL,KHM,0,0,0,0,0
Male,GRL,CMR,0,0,0,0,0
Male,GRL,CAN,2,6,9,8,7
Male,GRL,CPV,0,0,0,0,0
Male,GRL,CYM,0,0,0,0,0
Male,GRL,CAF,0,0,0,0,0
Male,GRL,TCD,0,0,0,0,0
Male,GRL,CHI,NA,NA,NA,NA,NA
Male,GRL,CHL,0,0,0,0,0
Male,GRL,CHN,1,4,5,5,4
Male,GRL,COL,0,2,2,2,2
Male,GRL,COM,0,0,0,0,0
Male,GRL,COD,0,0,0,0,0
Male,GRL,COG,0,0,0,0,0
Male,GRL,COK,0,0,0,0,0
Male,GRL,CRI,0,0,0,0,0
Male,GRL,CIV,0,0,0,0,0
Male,GRL,HRV,0,0,0,0,0
Male,GRL,CUB,1,4,5,5,4
Male,GRL,CYP,0,0,0,0,0
Male,GRL,CZE,0,0,1,0,0
Male,GRL,DNK,1527,4402,5805,5566,4674
Male,GRL,DJI,0,0,0,0,0
Male,GRL,DMA,0,0,0,0,0
Male,GRL,DOM,0,2,3,2,2
Male,GRL,ECU,0,0,1,1,0
Male,GRL,EGY,0,0,0,0,0
Male,GRL,SLV,0,2,3,3,2
Male,GRL,GNQ,0,0,0,0,0
Male,GRL,ERI,0,0,0,0,0
Male,GRL,EST,0,0,0,0,0
Male,GRL,ETH,0,0,0,0,0
Male,GRL,FRO,42,121,159,153,128
Male,GRL,FLK,0,0,0,0,0
Male,GRL,FJI,0,0,0,0,0
Male,GRL,FIN,0,0,0,0,0
Male,GRL,FRA,0,1,1,1,1
Male,GRL,GUF,0,0,0,0,0
Male,GRL,PYF,0,0,0,0,0
Male,GRL,GAB,0,0,0,0,0
Male,GRL,GMB,0,0,0,0,0
Male,GRL,GEO,0,0,0,0,0
Male,GRL,DEU,2,7,9,8,7
Male,GRL,GHA,0,0,0,0,0
Male,GRL,GIB,0,0,0,0,0
Male,GRL,GRC,0,1,2,2,1
Male,GRL,GRL,0,0,0,0,0
Male,GRL,GRD,0,0,0,0,0
Male,GRL,GLP,0,0,0,0,0
Male,GRL,GUM,0,0,0,0,0
Male,GRL,GTM,0,1,2,2,1
Male,GRL,GIN,0,0,0,0,0
Male,GRL,GNB,0,0,0,0,0
Male,GRL,GUY,0,0,1,0,0
Male,GRL,HTI,0,1,2,2,1
Male,GRL,HND,0,0,0,0,0
Male,GRL,HKG,0,1,2,2,1
Male,GRL,HUN,0,1,1,1,1
Male,GRL,ISL,0,0,0,0,0
Male,GRL,IND,1,3,4,4,4
Male,GRL,IDN,0,0,0,0,0
Male,GRL,IRN,0,1,1,1,1
Male,GRL,IRQ,0,0,0,0,0
Male,GRL,IRL,0,1,2,2,1
Male,GRL,IMY,NA,NA,NA,NA,NA
Male,GRL,ISR,0,0,0,0,0
Male,GRL,ITA,2,6,8,8,6
Male,GRL,JAM,0,2,3,3,2
Male,GRL,JPN,0,2,3,3,2
Male,GRL,JOR,0,0,0,0,0
Male,GRL,KAZ,0,0,0,0,0
Male,GRL,KEN,0,0,0,0,0
Male,GRL,KIR,0,0,0,0,0
Male,GRL,PRK,0,0,0,0,0
Male,GRL,KOR,0,3,4,4,3
Male,GRL,KSV,NA,NA,NA,NA,NA
Male,GRL,KWT,0,0,0,0,0
Male,GRL,KGZ,0,0,0,0,0
Male,GRL,LAO,0,0,0,0,0
Male,GRL,LVA,0,0,0,0,0
Male,GRL,LBN,0,0,0,0,0
Male,GRL,LSO,0,0,0,0,0
Male,GRL,LBR,0,0,0,0,0
Male,GRL,LBY,0,0,0,0,0
Male,GRL,LIE,0,0,0,0,0
Male,GRL,LTU,0,0,0,0,0
Male,GRL,LUX,0,0,0,0,0
Male,GRL,MAC,0,0,0,0,0
Male,GRL,MKD,0,0,0,0,0
Male,GRL,MDG,0,0,0,0,0
Male,GRL,MWI,0,0,0,0,0
Male,GRL,MYS,0,0,0,0,0
Male,GRL,MDV,0,0,0,0,0
Male,GRL,MLI,0,0,0,0,0
Male,GRL,MLT,0,0,0,0,0
Male,GRL,MHL,0,0,0,0,0
Male,GRL,MTQ,0,0,0,0,0
Male,GRL,MRT,0,0,0,0,0
Male,GRL,MUS,0,0,0,0,0
Male,GRL,MYT,0,0,0,0,0
Male,GRL,MEX,9,25,33,32,27
Male,GRL,FSM,0,0,0,0,0
Male,GRL,MDA,0,0,0,0,0
Male,GRL,MCO,0,0,0,0,0
Male,GRL,MNG,0,0,0,0,0
Male,GRL,MNE,NA,NA,NA,NA,NA
Male,GRL,MSR,0,0,0,0,0
Male,GRL,MAR,0,0,0,0,0
Male,GRL,MOZ,0,0,0,0,0
Male,GRL,MMR,0,0,0,0,0
Male,GRL,NAM,0,0,0,0,0
Male,GRL,NRU,0,0,0,0,0
Male,GRL,NPL,0,0,0,0,0
Male,GRL,NLD,0,1,2,1,1
Male,GRL,ANT,0,0,0,0,0
Male,GRL,NCL,0,0,0,0,0
Male,GRL,NZL,0,0,0,0,0
Male,GRL,NIC,0,0,0,0,0
Male,GRL,NER,0,0,0,0,0
Male,GRL,NGA,0,0,0,0,0
Male,GRL,NIU,0,0,0,0,0
Male,GRL,NFK,0,0,0,0,0
Male,GRL,MNP,0,0,0,0,0
Male,GRL,NOR,4,10,14,14,11
Male,GRL,OMN,0,0,0,0,0
Male,GRL,PAK,0,0,0,0,0
Male,GRL,PLW,0,0,0,0,0
Male,GRL,PAN,0,0,0,0,0
Male,GRL,PNG,0,0,0,0,0
Male,GRL,PRY,0,0,0,0,0
Male,GRL,PER,0,0,1,1,0
Male,GRL,PHL,2,5,7,7,6
Male,GRL,POL,1,3,5,4,4
Male,GRL,PRT,0,1,2,2,1
Male,GRL,PRI,3,7,10,10,8
Male,GRL,QAT,0,0,0,0,0
Male,GRL,zzz,NA,NA,NA,NA,NA
Male,GRL,REU,0,0,0,0,0
Male,GRL,ROM,0,0,0,0,0
Male,GRL,RUS,0,0,0,0,0
Male,GRL,RWA,0,0,0,0,0
Male,GRL,SHN,0,0,0,0,0
Male,GRL,SPM,0,0,0,0,0
Male,GRL,WSM,0,0,0,0,0
Male,GRL,SMR,0,0,0,0,0
Male,GRL,STP,0,0,0,0,0
Male,GRL,SAU,0,0,0,0,0
Male,GRL,SEN,0,0,0,0,0
Male,GRL,SRB,NA,NA,NA,NA,NA
Male,GRL,SCG,0,0,0,0,0
Male,GRL,SYC,0,0,0,0,0
Male,GRL,SLE,0,0,0,0,0
Male,GRL,SGP,0,0,0,0,0
Male,GRL,SVK,0,0,0,0,0
Male,GRL,SVN,0,0,0,0,0
Male,GRL,SLB,0,0,0,0,0
Male,GRL,SOM,0,0,0,0,0
Male,GRL,ZAF,0,0,0,0,0
Male,GRL,ESP,0,0,0,0,0
Male,GRL,LKA,0,0,0,0,0
Male,GRL,KNA,0,0,0,0,0
Male,GRL,LCA,0,0,0,0,0
Male,GRL,VCT,0,0,0,0,0
Male,GRL,SDN,0,0,0,0,0
Male,GRL,SUR,0,0,0,0,0
Male,GRL,SWZ,0,0,0,0,0
Male,GRL,SWE,0,0,0,0,0
Male,GRL,CHE,0,0,0,0,0
Male,GRL,SYR,0,0,0,0,0
Male,GRL,TWN,0,1,1,1,1
Male,GRL,TJK,0,0,0,0,0
Male,GRL,TZA,0,0,0,0,0
Male,GRL,THA,0,0,0,0,0
Male,GRL,TLS,0,0,0,0,0
Male,GRL,TGO,0,0,0,0,0
Male,GRL,TKL,0,0,0,0,0
Male,GRL,TON,0,0,0,0,0
Male,GRL,TTO,0,0,1,1,0
Male,GRL,TUN,0,0,0,0,0
Male,GRL,TUR,0,0,0,0,0
Male,GRL,TKM,0,0,0,0,0
Male,GRL,TCA,0,0,0,0,0
Male,GRL,TUV,0,0,0,0,0
Male,GRL,UGA,0,0,0,0,0
Male,GRL,UKR,0,2,2,2,2
Male,GRL,ARE,0,0,0,0,0
Male,GRL,GBR,3,8,10,10,8
Male,GRL,USA,1,3,4,4,3
Male,GRL,URY,0,0,0,0,0
Male,GRL,UZB,0,0,0,0,0
Male,GRL,VUT,0,0,0,0,0
Male,GRL,VEN,0,0,0,0,0
Male,GRL,VNM,1,3,4,4,3
Male,GRL,VIR,0,0,0,0,0
Male,GRL,VGB,0,0,0,0,0
Male,GRL,WLF,0,0,0,0,0
Male,GRL,PSE,0,0,0,0,0
Male,GRL,YEM,0,0,0,0,0
Male,GRL,ZMB,0,0,0,0,0
Male,GRL,ZWE,0,0,0,0,0
Male,GRD,AFG,0,0,0,0,0
Male,GRD,DZA,0,0,0,0,1
Male,GRD,AUS,0,0,0,0,0
Male,GRD,AUT,0,0,0,0,0
Male,GRD,AZE,0,0,0,0,0
Male,GRD,BLR,0,0,0,0,0
Male,GRD,BLZ,4,2,0,1,2
Male,GRD,BEN,0,0,0,0,0
Male,GRD,ALB,0,0,0,0,0
Male,GRD,ASM,0,0,0,0,0
Male,GRD,AND,0,0,0,0,0
Male,GRD,AGO,0,0,0,0,0
Male,GRD,AIA,23,12,1,3,6
Male,GRD,ATG,82,50,20,11,19
Male,GRD,ARG,1,0,0,2,3
Male,GRD,ARM,0,0,0,0,0
Male,GRD,ABW,3,2,0,4,7
Male,GRD,BHS,7,4,0,8,15
Male,GRD,BHR,0,0,0,0,0
Male,GRD,BGD,0,0,0,0,0
Male,GRD,BRB,59,57,59,55,100
Male,GRD,BEL,0,0,0,0,0
Male,GRD,BMU,0,0,0,0,0
Male,GRD,BTN,0,0,0,0,0
Male,GRD,BOL,0,0,0,0,0
Male,GRD,BIH,0,0,0,0,0
Male,GRD,BWA,0,0,0,0,0
Male,GRD,BRA,0,0,0,0,0
Male,GRD,BRN,0,0,0,0,0
Male,GRD,BGR,0,0,0,0,0
Male,GRD,BFA,0,0,0,0,0
Male,GRD,BDI,0,0,0,0,0
Male,GRD,KHM,0,0,0,0,0
Male,GRD,CMR,0,0,0,0,0
Male,GRD,CAN,7,22,39,8,14
Male,GRD,CPV,0,0,0,0,0
Male,GRD,CYM,3,2,0,0,0
Male,GRD,CAF,0,0,0,0,0
Male,GRD,TCD,0,0,0,0,0
Male,GRD,CHI,NA,NA,NA,NA,NA
Male,GRD,CHL,0,0,0,1,2
Male,GRD,CHN,6,3,0,9,16
Male,GRD,COL,8,4,0,7,13
Male,GRD,COM,0,0,0,0,0
Male,GRD,COD,0,0,0,0,0
Male,GRD,COG,0,0,0,0,0
Male,GRD,COK,0,0,0,0,0
Male,GRD,CRI,0,0,0,0,2
Male,GRD,CIV,0,0,0,0,0
Male,GRD,HRV,0,0,0,0,0
Male,GRD,CUB,20,12,3,23,40
Male,GRD,CYP,0,0,0,0,0
Male,GRD,CZE,0,0,0,0,0
Male,GRD,DNK,0,0,0,0,0
Male,GRD,DJI,0,0,0,0,0
Male,GRD,DMA,117,69,24,20,35
Male,GRD,DOM,43,24,7,35,63
Male,GRD,ECU,0,0,0,0,0
Male,GRD,EGY,0,0,0,0,0
Male,GRD,SLV,0,0,0,0,0
Male,GRD,GNQ,0,0,0,0,0
Male,GRD,ERI,0,0,0,0,0
Male,GRD,EST,0,0,0,0,0
Male,GRD,ETH,0,0,0,0,0
Male,GRD,FRO,0,0,0,0,0
Male,GRD,FLK,0,0,0,0,0
Male,GRD,FJI,0,0,0,0,0
Male,GRD,FIN,0,0,0,0,0
Male,GRD,FRA,73,39,6,89,160
Male,GRD,GUF,4,2,0,4,7
Male,GRD,PYF,0,0,0,0,0
Male,GRD,GAB,0,0,0,0,0
Male,GRD,GMB,0,0,0,0,0
Male,GRD,GEO,0,0,0,0,0
Male,GRD,DEU,3,1,0,3,5
Male,GRD,GHA,0,0,0,0,0
Male,GRD,GIB,0,0,0,0,0
Male,GRD,GRC,0,0,0,0,0
Male,GRD,GRL,0,0,0,0,0
Male,GRD,GRD,0,0,0,0,0
Male,GRD,GLP,5,3,0,5,9
Male,GRD,GUM,0,0,0,0,0
Male,GRD,GTM,0,0,0,0,0
Male,GRD,GIN,0,0,0,0,0
Male,GRD,GNB,0,0,0,0,0
Male,GRD,GUY,151,103,59,149,267
Male,GRD,HTI,65,37,11,89,161
Male,GRD,HND,2,0,0,2,3
Male,GRD,HKG,0,0,0,0,0
Male,GRD,HUN,0,0,0,0,0
Male,GRD,ISL,0,0,0,0,0
Male,GRD,IND,4,2,0,5,9
Male,GRD,IDN,0,0,0,0,0
Male,GRD,IRN,0,0,0,0,0
Male,GRD,IRQ,0,0,0,0,0
Male,GRD,IRL,0,0,0,0,0
Male,GRD,IMY,NA,NA,NA,NA,NA
Male,GRD,ISR,0,0,0,0,0
Male,GRD,ITA,2,1,0,3,5
Male,GRD,JAM,185,101,21,26,46
Male,GRD,JPN,1,0,0,1,2
Male,GRD,JOR,0,0,0,0,0
Male,GRD,KAZ,0,0,0,0,0
Male,GRD,KEN,0,0,0,0,0
Male,GRD,KIR,0,0,0,0,0
Male,GRD,PRK,0,0,0,0,0
Male,GRD,KOR,0,0,0,0,0
Male,GRD,KSV,NA,NA,NA,NA,NA
Male,GRD,KWT,0,0,0,0,0
Male,GRD,KGZ,0,0,0,0,0
Male,GRD,LAO,0,0,0,0,0
Male,GRD,LVA,0,0,0,0,0
Male,GRD,LBN,1,0,0,2,3
Male,GRD,LSO,0,0,0,0,0
Male,GRD,LBR,0,0,0,0,0
Male,GRD,LBY,0,0,0,0,0
Male,GRD,LIE,0,0,0,0,0
Male,GRD,LTU,0,0,0,0,0
Male,GRD,LUX,0,0,0,0,0
Male,GRD,MAC,0,0,0,0,0
Male,GRD,MKD,0,0,0,0,0
Male,GRD,MDG,0,0,0,0,0
Male,GRD,MWI,0,0,0,0,0
Male,GRD,MYS,0,0,0,0,0
Male,GRD,MDV,0,0,0,0,0
Male,GRD,MLI,0,0,0,0,0
Male,GRD,MLT,0,0,0,0,0
Male,GRD,MHL,0,0,0,0,0
Male,GRD,MTQ,7,4,1,8,14
Male,GRD,MRT,0,0,0,0,0
Male,GRD,MUS,0,0,0,0,0
Male,GRD,MYT,0,0,0,0,0
Male,GRD,MEX,2,1,0,2,4
Male,GRD,FSM,0,0,0,0,0
Male,GRD,MDA,0,0,0,0,0
Male,GRD,MCO,0,0,0,0,0
Male,GRD,MNG,0,0,0,0,0
Male,GRD,MNE,NA,NA,NA,NA,NA
Male,GRD,MSR,19,11,4,3,5
Male,GRD,MAR,0,0,0,0,0
Male,GRD,MOZ,0,0,0,0,0
Male,GRD,MMR,0,0,0,0,0
Male,GRD,NAM,0,0,0,0,0
Male,GRD,NRU,0,0,0,0,0
Male,GRD,NPL,0,0,0,0,0
Male,GRD,NLD,11,6,0,14,25
Male,GRD,ANT,4,2,0,5,9
Male,GRD,NCL,0,0,0,0,0
Male,GRD,NZL,0,0,0,0,0
Male,GRD,NIC,0,0,0,0,1
Male,GRD,NER,0,0,0,0,0
Male,GRD,NGA,0,0,0,0,0
Male,GRD,NIU,0,0,0,0,0
Male,GRD,NFK,0,0,0,0,0
Male,GRD,MNP,0,0,0,0,0
Male,GRD,NOR,0,0,0,0,0
Male,GRD,OMN,0,0,0,0,0
Male,GRD,PAK,0,0,0,0,0
Male,GRD,PLW,0,0,0,0,0
Male,GRD,PAN,2,4,5,2,4
Male,GRD,PNG,0,0,0,0,0
Male,GRD,PRY,0,0,0,0,0
Male,GRD,PER,1,0,0,1,2
Male,GRD,PHL,1,0,0,2,3
Male,GRD,POL,0,0,0,0,0
Male,GRD,PRT,2,1,0,2,4
Male,GRD,PRI,8,4,1,8,15
Male,GRD,QAT,0,0,0,0,0
Male,GRD,zzz,NA,NA,NA,NA,NA
Male,GRD,REU,0,0,0,0,0
Male,GRD,ROM,0,0,0,0,0
Male,GRD,RUS,1,0,0,1,3
Male,GRD,RWA,0,0,0,0,0
Male,GRD,SHN,0,0,0,0,0
Male,GRD,SPM,0,0,0,0,0
Male,GRD,WSM,0,0,0,0,0
Male,GRD,SMR,0,0,0,0,0
Male,GRD,STP,0,0,0,0,0
Male,GRD,SAU,0,0,0,0,0
Male,GRD,SEN,0,0,0,0,0
Male,GRD,SRB,NA,NA,NA,NA,NA
Male,GRD,SCG,0,0,0,0,0
Male,GRD,SYC,0,0,0,0,0
Male,GRD,SLE,0,0,0,0,0
Male,GRD,SGP,0,0,0,0,0
Male,GRD,SVK,0,0,0,0,0
Male,GRD,SVN,0,0,0,0,0
Male,GRD,SLB,0,0,0,0,0
Male,GRD,SOM,0,0,0,0,0
Male,GRD,ZAF,0,0,0,0,1
Male,GRD,ESP,36,19,3,42,76
Male,GRD,LKA,0,0,0,0,0
Male,GRD,KNA,126,68,11,4,7
Male,GRD,LCA,96,70,47,43,76
Male,GRD,VCT,201,197,204,157,281
Male,GRD,SDN,0,0,0,0,0
Male,GRD,SUR,4,2,0,5,8
Male,GRD,SWZ,0,0,0,0,0
Male,GRD,SWE,0,0,0,0,0
Male,GRD,CHE,0,0,0,0,1
Male,GRD,SYR,0,0,0,0,2
Male,GRD,TWN,0,0,0,0,0
Male,GRD,TJK,0,0,0,0,0
Male,GRD,TZA,0,0,0,0,0
Male,GRD,THA,0,0,0,0,0
Male,GRD,TLS,0,0,0,0,0
Male,GRD,TGO,0,0,0,0,0
Male,GRD,TKL,0,0,0,0,0
Male,GRD,TON,0,0,0,0,0
Male,GRD,TTO,85,189,307,809,1453
Male,GRD,TUN,0,0,0,0,0
Male,GRD,TUR,0,0,0,0,0
Male,GRD,TKM,0,0,0,0,0
Male,GRD,TCA,48,25,3,7,12
Male,GRD,TUV,0,0,0,0,0
Male,GRD,UGA,0,0,0,0,0
Male,GRD,UKR,0,0,0,0,0
Male,GRD,ARE,0,0,0,0,0
Male,GRD,GBR,30,104,187,35,63
Male,GRD,USA,310,246,195,358,643
Male,GRD,URY,0,0,0,0,0
Male,GRD,UZB,0,0,0,0,0
Male,GRD,VUT,0,0,0,0,0
Male,GRD,VEN,9,16,24,10,18
Male,GRD,VNM,0,0,0,0,0
Male,GRD,VIR,2,1,0,4,6
Male,GRD,VGB,57,29,3,4,6
Male,GRD,WLF,0,0,0,0,0
Male,GRD,PSE,0,0,0,0,0
Male,GRD,YEM,0,0,0,0,0
Male,GRD,ZMB,0,0,0,0,0
Male,GRD,ZWE,0,0,0,0,0
Male,GLP,AFG,0,0,0,0,0
Male,GLP,DZA,73,260,446,941,778
Male,GLP,AUS,0,2,4,9,8
Male,GLP,AUT,0,3,4,9,7
Male,GLP,AZE,0,0,0,0,0
Male,GLP,BLR,0,0,0,0,0
Male,GLP,BLZ,0,1,2,5,4
Male,GLP,BEN,0,0,2,4,3
Male,GLP,ALB,0,0,1,2,2
Male,GLP,ASM,0,0,2,5,4
Male,GLP,AND,0,0,0,0,0
Male,GLP,AGO,0,0,1,3,2
Male,GLP,AIA,5,7,18,42,35
Male,GLP,ATG,18,24,65,150,124
Male,GLP,ARG,0,0,2,3,3
Male,GLP,ARM,0,0,0,0,0
Male,GLP,ABW,1,2,4,9,8
Male,GLP,BHS,2,2,6,13,11
Male,GLP,BHR,0,0,0,0,0
Male,GLP,BGD,0,0,0,0,0
Male,GLP,BRB,13,17,47,108,89
Male,GLP,BEL,0,2,2,5,4
Male,GLP,BMU,0,0,0,1,0
Male,GLP,BTN,0,0,0,0,0
Male,GLP,BOL,0,0,0,0,0
Male,GLP,BIH,0,0,0,0,0
Male,GLP,BWA,0,0,0,0,0
Male,GLP,BRA,0,2,6,13,11
Male,GLP,BRN,0,0,0,0,0
Male,GLP,BGR,0,1,2,5,4
Male,GLP,BFA,21,21,53,121,100
Male,GLP,BDI,0,0,0,0,0
Male,GLP,KHM,0,0,0,1,0
Male,GLP,CMR,0,4,7,14,12
Male,GLP,CAN,1,20,41,90,74
Male,GLP,CPV,0,0,0,0,0
Male,GLP,CYM,0,0,2,6,5
Male,GLP,CAF,0,0,0,1,1
Male,GLP,TCD,0,0,0,0,0
Male,GLP,CHI,NA,NA,NA,NA,NA
Male,GLP,CHL,0,0,1,2,2
Male,GLP,CHN,10,12,28,62,51
Male,GLP,COL,2,4,8,19,15
Male,GLP,COM,0,1,2,3,3
Male,GLP,COD,0,0,0,0,0
Male,GLP,COG,0,0,2,4,4
Male,GLP,COK,0,0,0,0,0
Male,GLP,CRI,0,0,0,1,1
Male,GLP,CIV,0,0,0,0,0
Male,GLP,HRV,0,0,0,0,0
Male,GLP,CUB,8,14,29,64,53
Male,GLP,CYP,0,0,0,0,0
Male,GLP,CZE,0,1,2,4,4
Male,GLP,DNK,0,1,2,5,4
Male,GLP,DJI,0,0,0,0,0
Male,GLP,DMA,417,648,1513,3406,2815
Male,GLP,DOM,15,21,54,123,102
Male,GLP,ECU,0,0,0,1,0
Male,GLP,EGY,2,16,24,48,40
Male,GLP,SLV,0,0,0,0,0
Male,GLP,GNQ,0,0,0,0,0
Male,GLP,ERI,0,0,0,0,0
Male,GLP,EST,0,0,0,0,0
Male,GLP,ETH,1,9,14,27,22
Male,GLP,FRO,0,0,0,0,0
Male,GLP,FLK,0,0,0,0,0
Male,GLP,FJI,0,0,0,0,0
Male,GLP,FIN,0,0,0,1,0
Male,GLP,FRA,1578,5645,7816,15509,23813
Male,GLP,GUF,110,0,90,236,338
Male,GLP,PYF,0,0,0,0,0
Male,GLP,GAB,0,0,0,1,0
Male,GLP,GMB,0,0,0,0,0
Male,GLP,GEO,0,0,0,0,0
Male,GLP,DEU,3,33,53,110,91
Male,GLP,GHA,2,12,17,35,29
Male,GLP,GIB,0,0,0,0,0
Male,GLP,GRC,0,3,4,8,7
Male,GLP,GRL,0,0,0,0,0
Male,GLP,GRD,51,66,182,420,347
Male,GLP,GLP,0,0,0,0,0
Male,GLP,GUM,0,3,5,12,10
Male,GLP,GTM,0,0,0,0,0
Male,GLP,GIN,0,0,0,1,1
Male,GLP,GNB,0,0,0,0,0
Male,GLP,GUY,4,43,79,170,141
Male,GLP,HTI,195,419,747,1592,1316
Male,GLP,HND,0,0,2,4,3
Male,GLP,HKG,1,1,3,8,7
Male,GLP,HUN,0,0,0,2,1
Male,GLP,ISL,0,0,0,0,0
Male,GLP,IND,14,15,39,88,73
Male,GLP,IDN,0,0,2,5,4
Male,GLP,IRN,0,0,0,0,0
Male,GLP,IRQ,0,0,0,0,0
Male,GLP,IRL,0,2,3,7,6
Male,GLP,IMY,NA,NA,NA,NA,NA
Male,GLP,ISR,0,0,2,4,4
Male,GLP,ITA,3,63,83,162,134
Male,GLP,JAM,5,6,17,39,32
Male,GLP,JPN,6,6,17,41,34
Male,GLP,JOR,0,0,3,6,5
Male,GLP,KAZ,0,0,0,0,0
Male,GLP,KEN,1,8,11,23,19
Male,GLP,KIR,0,0,0,0,0
Male,GLP,PRK,0,0,0,0,0
Male,GLP,KOR,0,0,2,4,3
Male,GLP,KSV,NA,NA,NA,NA,NA
Male,GLP,KWT,0,0,0,0,0
Male,GLP,KGZ,0,0,0,0,0
Male,GLP,LAO,0,0,0,0,0
Male,GLP,LVA,0,0,0,0,0
Male,GLP,LBN,58,71,168,380,314
Male,GLP,LSO,0,4,6,12,10
Male,GLP,LBR,0,0,0,2,1
Male,GLP,LBY,0,1,2,3,2
Male,GLP,LIE,0,0,0,0,0
Male,GLP,LTU,0,0,0,0,0
Male,GLP,LUX,0,0,0,0,0
Male,GLP,MAC,0,0,0,0,0
Male,GLP,MKD,0,0,0,0,0
Male,GLP,MDG,41,51,133,304,251
Male,GLP,MWI,0,0,0,2,1
Male,GLP,MYS,0,0,0,2,1
Male,GLP,MDV,0,0,0,0,0
Male,GLP,MLI,0,0,1,3,2
Male,GLP,MLT,0,0,0,0,0
Male,GLP,MHL,0,0,0,1,0
Male,GLP,MTQ,1349,0,994,2624,3764
Male,GLP,MRT,0,0,1,3,3
Male,GLP,MUS,3,2,7,16,13
Male,GLP,MYT,0,0,0,0,0
Male,GLP,MEX,0,0,2,5,4
Male,GLP,FSM,0,0,0,2,1
Male,GLP,MDA,0,0,0,0,0
Male,GLP,MCO,0,0,0,0,0
Male,GLP,MNG,0,0,0,0,0
Male,GLP,MNE,NA,NA,NA,NA,NA
Male,GLP,MSR,4,5,15,34,28
Male,GLP,MAR,32,104,193,416,344
Male,GLP,MOZ,0,0,0,1,1
Male,GLP,MMR,0,0,0,0,0
Male,GLP,NAM,0,1,2,3,3
Male,GLP,NRU,0,0,0,0,0
Male,GLP,NPL,0,0,2,4,3
Male,GLP,NLD,15,2,22,56,46
Male,GLP,ANT,150,257,554,1229,1015
Male,GLP,NCL,0,0,0,0,0
Male,GLP,NZL,0,0,2,4,4
Male,GLP,NIC,0,0,0,2,1
Male,GLP,NER,2,1,4,9,8
Male,GLP,NGA,3,23,33,67,55
Male,GLP,NIU,0,0,0,0,0
Male,GLP,NFK,0,0,0,0,0
Male,GLP,MNP,0,0,0,2,2
Male,GLP,NOR,0,0,0,2,1
Male,GLP,OMN,0,0,0,0,0
Male,GLP,PAK,0,0,2,4,3
Male,GLP,PLW,0,0,1,3,2
Male,GLP,PAN,0,0,2,4,4
Male,GLP,PNG,0,0,0,0,0
Male,GLP,PRY,0,0,0,0,0
Male,GLP,PER,0,0,1,3,2
Male,GLP,PHL,6,6,18,42,35
Male,GLP,POL,0,4,6,12,10
Male,GLP,PRT,2,26,42,86,71
Male,GLP,PRI,28,42,100,227,187
Male,GLP,QAT,0,0,0,0,0
Male,GLP,zzz,NA,NA,NA,NA,NA
Male,GLP,REU,3,14,8,10,14
Male,GLP,ROM,0,0,0,0,0
Male,GLP,RUS,2,17,28,57,47
Male,GLP,RWA,0,4,7,13,11
Male,GLP,SHN,0,4,6,11,9
Male,GLP,SPM,0,0,0,0,0
Male,GLP,WSM,0,0,0,0,0
Male,GLP,SMR,0,0,0,0,0
Male,GLP,STP,0,0,0,0,0
Male,GLP,SAU,0,0,0,0,0
Male,GLP,SEN,0,0,0,2,2
Male,GLP,SRB,NA,NA,NA,NA,NA
Male,GLP,SCG,0,0,1,2,2
Male,GLP,SYC,0,0,0,2,1
Male,GLP,SLE,0,2,3,7,6
Male,GLP,SGP,0,0,0,0,0
Male,GLP,SVK,0,0,0,0,0
Male,GLP,SVN,0,0,0,0,0
Male,GLP,SLB,0,0,0,0,0
Male,GLP,SOM,0,0,0,1,0
Male,GLP,ZAF,5,36,53,106,87
Male,GLP,ESP,48,21,88,212,176
Male,GLP,LKA,0,0,0,1,1
Male,GLP,KNA,28,36,100,231,191
Male,GLP,LCA,45,89,172,372,307
Male,GLP,VCT,45,58,159,367,303
Male,GLP,SDN,0,0,1,2,2
Male,GLP,SUR,0,3,5,9,7
Male,GLP,SWZ,0,0,1,3,2
Male,GLP,SWE,0,1,2,5,4
Male,GLP,CHE,0,6,9,20,16
Male,GLP,SYR,56,87,168,364,300
Male,GLP,TWN,2,2,5,11,9
Male,GLP,TJK,0,0,0,0,0
Male,GLP,TZA,0,2,3,6,5
Male,GLP,THA,0,0,0,0,0
Male,GLP,TLS,0,0,0,0,0
Male,GLP,TGO,2,4,7,15,12
Male,GLP,TKL,0,0,0,0,0
Male,GLP,TON,0,0,0,0,0
Male,GLP,TTO,14,12,46,111,92
Male,GLP,TUN,18,63,107,226,187
Male,GLP,TUR,1,1,4,9,8
Male,GLP,TKM,0,0,0,0,0
Male,GLP,TCA,11,14,38,88,72
Male,GLP,TUV,0,0,0,0,0
Male,GLP,UGA,0,0,1,2,2
Male,GLP,UKR,0,5,9,18,15
Male,GLP,ARE,0,0,0,0,0
Male,GLP,GBR,38,14,70,171,141
Male,GLP,USA,61,63,169,389,321
Male,GLP,URY,0,0,0,0,0
Male,GLP,UZB,0,0,0,0,0
